inventory_id,store_id,product_id,stock_level,last_updated
INV_000150,STR_000,PRD_0156,588,2026-07-06 10:57:32
INV_000151,STR_000,PRD_0157,621,2026-07-06 08:44:32
INV_000152,STR_000,PRD_0158,702,2026-07-06 08:19:32
INV_000153,STR_000,PRD_0159,599,2026-07-06 07:16:32
INV_000154,STR_000,PRD_0160,494,2026-07-06 07:50:32
INV_000155,STR_000,PRD_0162,535,2026-07-06 08:53:32
INV_000156,STR_000,PRD_0163,573,2026-07-06 08:18:32
INV_000157,STR_000,PRD_0164,897,2026-07-06 08:11:32
INV_000158,STR_000,PRD_0165,177,2026-07-06 09:15:32
INV_000159,STR_000,PRD_0166,983,2026-07-06 10:26:32
INV_000160,STR_000,PRD_0167,664,2026-07-06 06:45:32
INV_000161,STR_000,PRD_0168,907,2026-07-06 06:25:32
INV_000162,STR_000,PRD_0169,743,2026-07-06 09:42:32
INV_000163,STR_000,PRD_0170,777,2026-07-06 07:23:32
INV_000164,STR_000,PRD_0171,400,2026-07-06 10:18:32
INV_000165,STR_000,PRD_0172,689,2026-07-06 06:38:32
INV_000166,STR_000,PRD_0173,915,2026-07-06 11:43:32
INV_000167,STR_000,PRD_0174,146,2026-07-06 09:52:32
INV_000168,STR_000,PRD_0175,899,2026-07-06 06:30:32
INV_000169,STR_000,PRD_0176,531,2026-07-06 10:41:32
INV_000170,STR_000,PRD_0177,172,2026-07-06 10:01:32
INV_000171,STR_000,PRD_0178,760,2026-07-06 08:35:32
INV_000172,STR_000,PRD_0179,244,2026-07-06 07:26:32
INV_000173,STR_000,PRD_0180,237,2026-07-06 07:12:32
INV_000174,STR_000,PRD_0181,818,2026-07-06 11:34:32
INV_000175,STR_000,PRD_0182,741,2026-07-06 06:29:32
INV_000176,STR_000,PRD_0183,848,2026-07-06 06:26:32
INV_000177,STR_000,PRD_0184,385,2026-07-06 07:44:32
INV_000178,STR_000,PRD_0185,960,2026-07-06 07:53:32
INV_000179,STR_000,PRD_0186,884,2026-07-06 09:41:32
INV_000180,STR_000,PRD_0187,734,2026-07-06 06:13:32
INV_000181,STR_000,PRD_0188,878,2026-07-06 06:48:32
INV_000182,STR_000,PRD_0189,450,2026-07-06 10:22:32
INV_000183,STR_000,PRD_0190,730,2026-07-06 06:56:32
INV_000184,STR_000,PRD_0191,313,2026-07-06 11:01:32
INV_000185,STR_000,PRD_0192,587,2026-07-06 09:58:32
INV_000186,STR_000,PRD_0193,936,2026-07-06 09:58:32
INV_000187,STR_000,PRD_0195,983,2026-07-06 07:38:32
INV_000188,STR_000,PRD_0196,919,2026-07-06 10:46:32
INV_000189,STR_000,PRD_0197,793,2026-07-06 08:49:32
INV_000190,STR_000,PRD_0198,434,2026-07-06 08:21:32
INV_000191,STR_000,PRD_0199,848,2026-07-06 11:05:32
INV_000192,STR_000,PRD_0200,178,2026-07-06 07:02:32
INV_000193,STR_000,PRD_0201,969,2026-07-06 11:37:32
INV_000194,STR_000,PRD_0202,710,2026-07-06 11:41:32
INV_000195,STR_000,PRD_0203,903,2026-07-06 06:54:32
INV_000196,STR_000,PRD_0204,714,2026-07-06 05:53:32
INV_000197,STR_000,PRD_0205,150,2026-07-06 07:47:32
INV_000198,STR_000,PRD_0206,503,2026-07-06 10:56:32
INV_000199,STR_000,PRD_0207,257,2026-07-06 10:57:32
INV_000200,STR_000,PRD_0208,417,2026-07-06 09:02:32
INV_000201,STR_000,PRD_0209,999,2026-07-06 09:10:32
INV_000202,STR_000,PRD_0210,791,2026-07-06 06:27:32
INV_000203,STR_000,PRD_0211,688,2026-07-06 09:27:32
INV_000204,STR_000,PRD_0212,319,2026-07-06 11:31:32
INV_000205,STR_000,PRD_0214,748,2026-07-06 09:07:32
INV_000206,STR_000,PRD_0215,881,2026-07-06 09:13:32
INV_000207,STR_000,PRD_0216,494,2026-07-06 09:40:32
INV_000208,STR_000,PRD_0217,782,2026-07-06 08:16:32
INV_000209,STR_000,PRD_0218,192,2026-07-06 07:16:32
INV_000210,STR_000,PRD_0219,555,2026-07-06 06:18:32
INV_000211,STR_000,PRD_0220,889,2026-07-06 11:46:32
INV_000212,STR_000,PRD_0221,597,2026-07-06 10:18:32
INV_000213,STR_000,PRD_0222,143,2026-07-06 08:49:32
INV_000214,STR_000,PRD_0223,344,2026-07-06 08:29:32
INV_000215,STR_000,PRD_0224,270,2026-07-06 09:54:32
INV_000216,STR_000,PRD_0225,489,2026-07-06 09:22:32
INV_000217,STR_000,PRD_0226,373,2026-07-06 07:36:32
INV_000218,STR_000,PRD_0227,209,2026-07-06 06:49:32
INV_000219,STR_000,PRD_0228,735,2026-07-06 09:49:32
INV_000220,STR_000,PRD_0229,719,2026-07-06 11:36:32
INV_000221,STR_000,PRD_0230,695,2026-07-06 07:27:32
INV_000222,STR_000,PRD_0231,924,2026-07-06 09:19:32
INV_000223,STR_000,PRD_0232,852,2026-07-06 09:58:32
INV_000224,STR_000,PRD_0233,596,2026-07-06 07:24:32
INV_000225,STR_000,PRD_0234,408,2026-07-06 09:38:32
INV_000226,STR_000,PRD_0235,234,2026-07-06 11:25:32
INV_000227,STR_000,PRD_0236,342,2026-07-06 07:53:32
INV_000228,STR_000,PRD_0237,534,2026-07-06 11:40:32
INV_000229,STR_000,PRD_0238,319,2026-07-06 08:10:32
INV_000230,STR_000,PRD_0239,134,2026-07-06 07:26:32
INV_000231,STR_000,PRD_0240,304,2026-07-06 10:42:32
INV_000232,STR_000,PRD_0241,194,2026-07-06 10:52:32
INV_000233,STR_000,PRD_0242,686,2026-07-06 07:31:32
INV_000234,STR_000,PRD_0243,850,2026-07-06 08:33:32
INV_000235,STR_000,PRD_0244,522,2026-07-06 11:00:32
INV_000236,STR_000,PRD_0245,954,2026-07-06 09:21:32
INV_000237,STR_000,PRD_0246,383,2026-07-06 10:14:32
INV_000238,STR_000,PRD_0247,181,2026-07-06 10:46:32
INV_000239,STR_000,PRD_0248,753,2026-07-06 09:51:32
INV_000240,STR_000,PRD_0249,639,2026-07-06 11:45:32
INV_000241,STR_000,PRD_0250,468,2026-07-06 07:09:32
INV_000242,STR_000,PRD_0251,347,2026-07-06 08:49:32
INV_000243,STR_000,PRD_0252,576,2026-07-06 10:44:32
INV_000244,STR_000,PRD_0253,620,2026-07-06 07:41:32
INV_000245,STR_000,PRD_0255,743,2026-07-06 10:37:32
INV_000246,STR_000,PRD_0256,708,2026-07-06 08:07:32
INV_000247,STR_000,PRD_0257,916,2026-07-06 09:09:32
INV_000248,STR_000,PRD_0258,134,2026-07-06 09:43:32
INV_000249,STR_000,PRD_0259,477,2026-07-06 09:46:32
INV_000250,STR_000,PRD_0260,460,2026-07-06 10:57:32
INV_000251,STR_000,PRD_0261,993,2026-07-06 09:37:32
INV_000252,STR_000,PRD_0262,662,2026-07-06 11:20:32
INV_000253,STR_000,PRD_0263,926,2026-07-06 06:38:32
INV_000254,STR_000,PRD_0264,966,2026-07-06 10:26:32
INV_000255,STR_000,PRD_0265,658,2026-07-06 09:28:32
INV_000256,STR_000,PRD_0266,851,2026-07-06 11:46:32
INV_000257,STR_000,PRD_0268,770,2026-07-06 06:54:32
INV_000258,STR_000,PRD_0269,606,2026-07-06 06:40:32
INV_000259,STR_000,PRD_0270,561,2026-07-06 10:56:32
INV_000260,STR_000,PRD_0272,618,2026-07-06 07:39:32
INV_000261,STR_000,PRD_0273,747,2026-07-06 09:00:32
INV_000262,STR_000,PRD_0275,649,2026-07-06 09:10:32
INV_000263,STR_000,PRD_0276,605,2026-07-06 09:36:32
INV_000264,STR_000,PRD_0277,786,2026-07-06 09:53:32
INV_000265,STR_000,PRD_0278,302,2026-07-06 09:55:32
INV_000266,STR_000,PRD_0279,587,2026-07-06 08:50:32
INV_000267,STR_000,PRD_0281,964,2026-07-06 07:05:32
INV_000268,STR_000,PRD_0282,415,2026-07-06 09:37:32
INV_000269,STR_000,PRD_0283,515,2026-07-06 06:19:32
INV_000270,STR_000,PRD_0284,445,2026-07-06 06:53:32
INV_000271,STR_000,PRD_0285,596,2026-07-06 11:49:32
INV_000272,STR_000,PRD_0286,885,2026-07-06 09:18:32
INV_000273,STR_000,PRD_0287,281,2026-07-06 09:25:32
INV_000274,STR_000,PRD_0288,760,2026-07-06 05:57:32
INV_000275,STR_000,PRD_0289,688,2026-07-06 09:14:32
INV_000276,STR_000,PRD_0290,988,2026-07-06 06:26:32
INV_000277,STR_000,PRD_0291,501,2026-07-06 10:17:32
INV_000278,STR_000,PRD_0292,532,2026-07-06 11:34:32
INV_000279,STR_000,PRD_0293,974,2026-07-06 08:06:32
INV_000280,STR_000,PRD_0294,826,2026-07-06 07:07:32
INV_000281,STR_000,PRD_0295,787,2026-07-06 10:31:32
INV_000282,STR_000,PRD_0296,782,2026-07-06 10:23:32
INV_000283,STR_000,PRD_0297,784,2026-07-06 10:22:32
INV_000284,STR_000,PRD_0298,857,2026-07-06 08:49:32
INV_000285,STR_000,PRD_0299,414,2026-07-06 06:19:32
INV_000286,STR_000,PRD_0300,622,2026-07-06 11:18:32
INV_000287,STR_000,PRD_0301,997,2026-07-06 09:24:32
INV_000288,STR_000,PRD_0302,802,2026-07-06 11:29:32
INV_000289,STR_000,PRD_0303,120,2026-07-06 10:52:32
INV_000290,STR_000,PRD_0304,420,2026-07-06 11:03:32
INV_000291,STR_000,PRD_0305,367,2026-07-06 07:58:32
INV_000292,STR_000,PRD_0306,405,2026-07-06 07:32:32
INV_000293,STR_000,PRD_0307,667,2026-07-06 08:15:32
INV_000294,STR_000,PRD_0308,614,2026-07-06 10:38:32
INV_000295,STR_000,PRD_0309,891,2026-07-06 05:55:32
INV_000296,STR_000,PRD_0310,906,2026-07-06 07:10:32
INV_000297,STR_000,PRD_0311,617,2026-07-06 06:18:32
INV_000298,STR_000,PRD_0312,414,2026-07-06 10:54:32
INV_000299,STR_000,PRD_0313,544,2026-07-06 09:24:32
INV_000300,STR_000,PRD_0314,314,2026-07-06 09:37:32
INV_000301,STR_000,PRD_0315,586,2026-07-06 09:50:32
INV_000302,STR_000,PRD_0316,462,2026-07-06 06:24:32
INV_000303,STR_000,PRD_0317,818,2026-07-06 06:17:32
INV_000304,STR_000,PRD_0318,609,2026-07-06 11:03:32
INV_000305,STR_000,PRD_0319,308,2026-07-06 05:49:32
INV_000306,STR_000,PRD_0320,334,2026-07-06 10:13:32
INV_000307,STR_000,PRD_0322,984,2026-07-06 08:17:32
INV_000308,STR_000,PRD_0323,133,2026-07-06 06:07:32
INV_000309,STR_000,PRD_0324,412,2026-07-06 06:30:32
INV_000310,STR_000,PRD_0325,566,2026-07-06 06:48:32
INV_000311,STR_000,PRD_0326,590,2026-07-06 11:10:32
INV_000312,STR_000,PRD_0327,948,2026-07-06 08:51:32
INV_000313,STR_000,PRD_0328,997,2026-07-06 10:42:32
INV_000314,STR_000,PRD_0329,368,2026-07-06 07:29:32
INV_000315,STR_000,PRD_0330,844,2026-07-06 09:35:32
INV_000316,STR_000,PRD_0331,983,2026-07-06 10:29:32
INV_000317,STR_000,PRD_0332,590,2026-07-06 07:30:32
INV_000318,STR_000,PRD_0333,441,2026-07-06 08:25:32
INV_000319,STR_000,PRD_0334,816,2026-07-06 05:56:32
INV_000320,STR_000,PRD_0335,842,2026-07-06 06:06:32
INV_000321,STR_000,PRD_0336,565,2026-07-06 11:06:32
INV_000322,STR_000,PRD_0337,823,2026-07-06 07:57:32
INV_000323,STR_000,PRD_0338,925,2026-07-06 08:47:32
INV_000324,STR_000,PRD_0339,503,2026-07-06 09:47:32
INV_000325,STR_000,PRD_0340,104,2026-07-06 06:21:32
INV_000326,STR_000,PRD_0341,338,2026-07-06 09:48:32
INV_000327,STR_000,PRD_0342,298,2026-07-06 09:10:32
INV_000328,STR_000,PRD_0344,881,2026-07-06 11:13:32
INV_000329,STR_000,PRD_0345,386,2026-07-06 10:02:32
INV_000330,STR_000,PRD_0346,428,2026-07-06 09:05:32
INV_000331,STR_000,PRD_0347,642,2026-07-06 09:35:32
INV_000332,STR_000,PRD_0348,662,2026-07-06 09:20:32
INV_000333,STR_000,PRD_0349,122,2026-07-06 08:41:32
INV_000334,STR_000,PRD_0350,755,2026-07-06 07:53:32
INV_000335,STR_000,PRD_0351,151,2026-07-06 06:30:32
INV_000336,STR_000,PRD_0352,768,2026-07-06 09:16:32
INV_000337,STR_000,PRD_0353,974,2026-07-06 09:17:32
INV_000338,STR_000,PRD_0355,906,2026-07-06 06:36:32
INV_000339,STR_000,PRD_0356,363,2026-07-06 08:53:32
INV_000340,STR_000,PRD_0357,848,2026-07-06 08:41:32
INV_000341,STR_000,PRD_0358,860,2026-07-06 09:56:32
INV_000342,STR_000,PRD_0359,217,2026-07-06 10:41:32
INV_000343,STR_000,PRD_0360,552,2026-07-06 08:58:32
INV_000344,STR_000,PRD_0361,345,2026-07-06 08:59:32
INV_000345,STR_000,PRD_0362,588,2026-07-06 06:26:32
INV_000346,STR_000,PRD_0363,180,2026-07-06 07:51:32
INV_000347,STR_000,PRD_0364,807,2026-07-06 09:16:32
INV_000348,STR_000,PRD_0365,584,2026-07-06 06:16:32
INV_000349,STR_000,PRD_0366,780,2026-07-06 11:41:32
INV_000350,STR_000,PRD_0367,495,2026-07-06 07:41:32
INV_000351,STR_000,PRD_0368,966,2026-07-06 09:01:32
INV_000352,STR_000,PRD_0369,884,2026-07-06 10:43:32
INV_000353,STR_000,PRD_0370,797,2026-07-06 05:52:32
INV_000354,STR_000,PRD_0371,533,2026-07-06 10:37:32
INV_000355,STR_000,PRD_0372,893,2026-07-06 11:17:32
INV_000356,STR_000,PRD_0373,661,2026-07-06 06:17:32
INV_000357,STR_000,PRD_0374,727,2026-07-06 05:50:32
INV_000358,STR_000,PRD_0375,869,2026-07-06 09:15:32
INV_000359,STR_000,PRD_0376,296,2026-07-06 10:29:32
INV_000360,STR_000,PRD_0377,859,2026-07-06 07:05:32
INV_000361,STR_000,PRD_0378,104,2026-07-06 05:51:32
INV_000362,STR_000,PRD_0379,618,2026-07-06 11:40:32
INV_000363,STR_000,PRD_0380,857,2026-07-06 11:00:32
INV_000364,STR_000,PRD_0381,993,2026-07-06 08:41:32
INV_000365,STR_000,PRD_0382,542,2026-07-06 11:29:32
INV_000366,STR_000,PRD_0383,856,2026-07-06 11:30:32
INV_000367,STR_000,PRD_0384,305,2026-07-06 08:11:32
INV_000368,STR_000,PRD_0386,505,2026-07-06 07:58:32
INV_000369,STR_000,PRD_0387,915,2026-07-06 11:37:32
INV_000370,STR_000,PRD_0388,418,2026-07-06 11:40:32
INV_000371,STR_000,PRD_0389,505,2026-07-06 06:06:32
INV_000372,STR_000,PRD_0390,235,2026-07-06 10:27:32
INV_000373,STR_000,PRD_0391,753,2026-07-06 08:49:32
INV_000374,STR_000,PRD_0392,856,2026-07-06 06:58:32
INV_000375,STR_000,PRD_0393,423,2026-07-06 07:07:32
INV_000376,STR_000,PRD_0394,454,2026-07-06 10:32:32
INV_000377,STR_000,PRD_0396,596,2026-07-06 08:30:32
INV_000378,STR_000,PRD_0398,944,2026-07-06 08:44:32
INV_000379,STR_000,PRD_0399,217,2026-07-06 08:57:32
INV_000380,STR_000,PRD_0400,805,2026-07-06 10:33:32
INV_000381,STR_000,PRD_0401,739,2026-07-06 06:11:32
INV_000382,STR_000,PRD_0402,313,2026-07-06 06:37:32
INV_000383,STR_000,PRD_0403,714,2026-07-06 05:50:32
INV_000384,STR_000,PRD_0404,914,2026-07-06 06:42:32
INV_000385,STR_000,PRD_0405,326,2026-07-06 06:14:32
INV_000386,STR_000,PRD_0406,262,2026-07-06 10:13:32
INV_000387,STR_000,PRD_0407,245,2026-07-06 08:01:32
INV_000388,STR_000,PRD_0408,365,2026-07-06 07:58:32
INV_000389,STR_000,PRD_0409,103,2026-07-06 07:36:32
INV_000390,STR_000,PRD_0410,250,2026-07-06 11:45:32
INV_000391,STR_000,PRD_0412,987,2026-07-06 11:45:32
INV_000392,STR_000,PRD_0413,236,2026-07-06 10:45:32
INV_000393,STR_000,PRD_0414,421,2026-07-06 08:55:32
INV_000394,STR_000,PRD_0415,222,2026-07-06 07:22:32
INV_000395,STR_000,PRD_0416,567,2026-07-06 08:30:32
INV_000396,STR_000,PRD_0417,202,2026-07-06 08:12:32
INV_000397,STR_000,PRD_0418,350,2026-07-06 08:51:32
INV_000398,STR_000,PRD_0419,416,2026-07-06 10:09:32
INV_000399,STR_000,PRD_0420,914,2026-07-06 08:51:32
INV_000400,STR_000,PRD_0422,683,2026-07-06 11:11:32
INV_000401,STR_000,PRD_0423,705,2026-07-06 09:56:32
INV_000402,STR_000,PRD_0424,914,2026-07-06 10:51:32
INV_000403,STR_000,PRD_0425,564,2026-07-06 05:53:32
INV_000404,STR_000,PRD_0426,892,2026-07-06 06:31:32
INV_000405,STR_000,PRD_0427,650,2026-07-06 09:52:32
INV_000406,STR_000,PRD_0428,427,2026-07-06 09:58:32
INV_000407,STR_000,PRD_0429,721,2026-07-06 06:52:32
INV_000408,STR_000,PRD_0430,585,2026-07-06 11:28:32
INV_000409,STR_000,PRD_0431,354,2026-07-06 07:37:32
INV_000410,STR_000,PRD_0432,701,2026-07-06 10:54:32
INV_000411,STR_000,PRD_0433,332,2026-07-06 10:36:32
INV_000412,STR_000,PRD_0434,117,2026-07-06 11:47:32
INV_000413,STR_000,PRD_0435,774,2026-07-06 10:41:32
INV_000414,STR_000,PRD_0436,798,2026-07-06 10:10:32
INV_000415,STR_000,PRD_0437,913,2026-07-06 08:47:32
INV_000416,STR_000,PRD_0438,568,2026-07-06 06:05:32
INV_000417,STR_000,PRD_0439,465,2026-07-06 11:10:32
INV_000418,STR_000,PRD_0440,230,2026-07-06 10:54:32
INV_000419,STR_000,PRD_0441,206,2026-07-06 06:54:32
INV_000420,STR_000,PRD_0442,668,2026-07-06 09:07:32
INV_000421,STR_000,PRD_0443,342,2026-07-06 11:06:32
INV_000422,STR_000,PRD_0444,816,2026-07-06 06:52:32
